sample_id,video_id,frame_idx,label,prediction,confidence,prob_fake
cdfv2_frames__id7_0006_frame0171,frames/id7_0006,171,0,0,0.8336,0.1664
cdfv2_frames__id37_0005_frame0176,frames/id37_0005,176,0,1,0.8307,0.8307
cdfv2_frames__id17_id16_0000_frame0117,frames/id17_id16_0000,117,1,1,0.8152,0.8152
cdfv2_frames__id21_id6_0005_frame0063,frames/id21_id6_0005,63,1,1,0.9103,0.9103
cdfv2_frames__00255_frame0071,frames/00255,71,0,0,0.7764,0.2236
cdfv2_frames__00258_frame0311,frames/00258,311,0,0,0.8543000000000001,0.1457
cdfv2_frames__id10_id13_0004_frame0000,frames/id10_id13_0004,0,1,1,0.8068,0.8068
cdfv2_frames__id33_id29_0004_frame0228,frames/id33_id29_0004,228,1,1,0.7061,0.7061
cdfv2_frames__id56_0009_frame0267,frames/id56_0009,267,0,0,0.6613,0.3387
cdfv2_frames__id17_id21_0000_frame0156,frames/id17_id21_0000,156,1,1,0.6805,0.6805
cdfv2_frames__id30_id4_0001_frame0435,frames/id30_id4_0001,435,1,1,0.9174,0.9174
cdfv2_frames__id30_id23_0002_frame0449,frames/id30_id23_0002,449,1,1,0.9512,0.9512
cdfv2_frames__00287_frame0376,frames/00287,376,0,0,0.6713,0.3287
cdfv2_frames__id54_0007_frame0000,frames/id54_0007,0,0,0,0.8415,0.1585
cdfv2_frames__id9_id3_0000_frame0259,frames/id9_id3_0000,259,1,1,0.9728,0.9728
cdfv2_frames__id0_id6_0007_frame0447,frames/id0_id6_0007,447,1,1,0.9407,0.9407
cdfv2_frames__id26_id1_0002_frame0041,frames/id26_id1_0002,41,1,1,0.964,0.964
cdfv2_frames__id31_id33_0008_frame0385,frames/id31_id33_0008,385,1,1,0.9694,0.9694
cdfv2_frames__00227_frame0090,frames/00227,90,0,0,0.5085999999999999,0.4914
cdfv2_frames__id28_id26_0000_frame0265,frames/id28_id26_0000,265,1,1,0.5671,0.5671
cdfv2_frames__id7_0006_frame0020,frames/id7_0006,20,0,0,0.6945,0.3055
cdfv2_frames__00281_frame0443,frames/00281,443,0,0,0.5378000000000001,0.4622
cdfv2_frames__id20_id19_0002_frame0170,frames/id20_id19_0002,170,1,1,0.9142,0.9142
cdfv2_frames__id37_id29_0002_frame0457,frames/id37_id29_0002,457,1,1,0.9564,0.9564
cdfv2_frames__id48_0000_frame0293,frames/id48_0000,293,0,1,0.502,0.502
cdfv2_frames__id10_id11_0001_frame0033,frames/id10_id11_0001,33,1,1,0.9683,0.9683
cdfv2_frames__id6_id20_0007_frame0502,frames/id6_id20_0007,502,1,1,0.597,0.597
cdfv2_frames__id31_id33_0009_frame0045,frames/id31_id33_0009,45,1,0,0.5997,0.4003
cdfv2_frames__id12_id10_0005_frame0313,frames/id12_id10_0005,313,1,1,0.9332,0.9332
cdfv2_frames__id4_id21_0004_frame0226,frames/id4_id21_0004,226,1,1,0.6537,0.6537
cdfv2_frames__id13_0011_frame0255,frames/id13_0011,255,0,0,0.8055,0.1945
cdfv2_frames__id37_id21_0005_frame0280,frames/id37_id21_0005,280,1,1,0.9691,0.9691
cdfv2_frames__id19_0007_frame0200,frames/id19_0007,200,0,1,0.5066,0.5066
cdfv2_frames__00289_frame0221,frames/00289,221,0,0,0.779,0.221
cdfv2_frames__id2_0003_frame0049,frames/id2_0003,49,0,0,0.7769,0.2231
cdfv2_frames__id17_id28_0001_frame0182,frames/id17_id28_0001,182,1,1,0.8575,0.8575
cdfv2_frames__id6_id20_0007_frame0197,frames/id6_id20_0007,197,1,1,0.5593,0.5593
cdfv2_frames__id35_id20_0007_frame0346,frames/id35_id20_0007,346,1,1,0.9679,0.9679
cdfv2_frames__id53_id57_0005_frame0180,frames/id53_id57_0005,180,1,1,0.9621,0.9621
cdfv2_frames__id33_0008_frame0405,frames/id33_0008,405,0,0,0.9148000000000001,0.0852
cdfv2_frames__id54_id49_0003_frame0151,frames/id54_id49_0003,151,1,1,0.9621,0.9621
cdfv2_frames__id29_id38_0008_frame0304,frames/id29_id38_0008,304,1,1,0.8777,0.8777
cdfv2_frames__id13_id10_0005_frame0099,frames/id13_id10_0005,99,1,1,0.9629,0.9629
cdfv2_frames__00082_frame0148,frames/00082,148,0,1,0.9165,0.9165
cdfv2_frames__id23_id35_0009_frame0172,frames/id23_id35_0009,172,1,1,0.9639,0.9639
cdfv2_frames__id2_id16_0004_frame0041,frames/id2_id16_0004,41,1,1,0.5551,0.5551
cdfv2_frames__id7_0006_frame0130,frames/id7_0006,130,0,0,0.7336,0.2664
cdfv2_frames__id3_id6_0001_frame0146,frames/id3_id6_0001,146,1,1,0.9296,0.9296
cdfv2_frames__id16_id20_0000_frame0040,frames/id16_id20_0000,40,1,1,0.8771,0.8771
cdfv2_frames__id29_id32_0003_frame0088,frames/id29_id32_0003,88,1,1,0.888,0.888
cdfv2_frames__id21_id19_0009_frame0246,frames/id21_id19_0009,246,1,1,0.9114,0.9114
cdfv2_frames__id35_id31_0009_frame0144,frames/id35_id31_0009,144,1,0,0.841,0.159
cdfv2_frames__id28_id4_0006_frame0124,frames/id28_id4_0006,124,1,1,0.9681,0.9681
cdfv2_frames__id29_id30_0000_frame0262,frames/id29_id30_0000,262,1,1,0.9246,0.9246
cdfv2_frames__id7_id13_0009_frame0250,frames/id7_id13_0009,250,1,1,0.7609,0.7609
cdfv2_frames__id50_id53_0000_frame0009,frames/id50_id53_0000,9,1,1,0.9722,0.9722
cdfv2_frames__id52_0002_frame0226,frames/id52_0002,226,0,0,0.7972,0.2028
cdfv2_frames__id43_id39_0000_frame0133,frames/id43_id39_0000,133,1,1,0.9343,0.9343
cdfv2_frames__id45_0003_frame0301,frames/id45_0003,301,0,0,0.6737,0.3263
cdfv2_frames__00133_frame0224,frames/00133,224,0,1,0.5755,0.5755
cdfv2_frames__id0_id1_0000_frame0271,frames/id0_id1_0000,271,1,1,0.9639,0.9639
cdfv2_frames__id37_id3_0006_frame0409,frames/id37_id3_0006,409,1,1,0.9578,0.9578
cdfv2_frames__id8_0009_frame0304,frames/id8_0009,304,0,0,0.7971,0.2029
cdfv2_frames__id36_0001_frame0192,frames/id36_0001,192,0,0,0.8212,0.1788
cdfv2_frames__id35_id31_0006_frame0000,frames/id35_id31_0006,0,1,1,0.6676,0.6676
cdfv2_frames__id44_id41_0005_frame0192,frames/id44_id41_0005,192,1,1,0.93,0.93
cdfv2_frames__id1_id2_0002_frame0167,frames/id1_id2_0002,167,1,1,0.8894,0.8894
cdfv2_frames__id48_id45_0002_frame0194,frames/id48_id45_0002,194,1,0,0.6633,0.3367
cdfv2_frames__id32_id33_0004_frame0289,frames/id32_id33_0004,289,1,1,0.9358,0.9358
cdfv2_frames__00285_frame0072,frames/00285,72,0,0,0.5654,0.4346
cdfv2_frames__id1_id16_0004_frame0065,frames/id1_id16_0004,65,1,1,0.9513,0.9513
cdfv2_frames__id6_id20_0007_frame0125,frames/id6_id20_0007,125,1,0,0.5576,0.4424
cdfv2_frames__id17_id26_0006_frame0032,frames/id17_id26_0006,32,1,1,0.9324,0.9324
cdfv2_frames__id20_id1_0003_frame0021,frames/id20_id1_0003,21,1,1,0.9731,0.9731
cdfv2_frames__00278_frame0037,frames/00278,37,0,1,0.5124,0.5124
cdfv2_frames__id10_id7_0004_frame0366,frames/id10_id7_0004,366,1,1,0.8087,0.8087
cdfv2_frames__id31_0007_frame0336,frames/id31_0007,336,0,0,0.7974,0.2026
cdfv2_frames__id51_0001_frame0000,frames/id51_0001,0,0,0,0.8987,0.1013
cdfv2_frames__id10_id12_0001_frame0083,frames/id10_id12_0001,83,1,1,0.9465,0.9465
cdfv2_frames__id6_0002_frame0059,frames/id6_0002,59,0,0,0.675,0.325
cdfv2_frames__00251_frame0092,frames/00251,92,0,0,0.7701,0.2299
cdfv2_frames__id39_0004_frame0054,frames/id39_0004,54,0,1,0.5413,0.5413
cdfv2_frames__id9_id6_0000_frame0230,frames/id9_id6_0000,230,1,1,0.9709,0.9709
cdfv2_frames__00285_frame0245,frames/00285,245,0,1,0.9128,0.9128
cdfv2_frames__id4_id20_0000_frame0383,frames/id4_id20_0000,383,1,1,0.9135,0.9135
cdfv2_frames__id10_0001_frame0037,frames/id10_0001,37,0,0,0.5813999999999999,0.4186
cdfv2_frames__id4_0004_frame0084,frames/id4_0004,84,0,0,0.5756,0.4244
cdfv2_frames__id21_id20_0006_frame0057,frames/id21_id20_0006,57,1,1,0.9665,0.9665
cdfv2_frames__id3_0002_frame0206,frames/id3_0002,206,0,0,0.751,0.249
cdfv2_frames__id0_id16_0007_frame0015,frames/id0_id16_0007,15,1,1,0.9673,0.9673
cdfv2_frames__id20_id1_0003_frame0065,frames/id20_id1_0003,65,1,1,0.9718,0.9718
cdfv2_frames__00263_frame0052,frames/00263,52,0,1,0.5123,0.5123
cdfv2_frames__00281_frame0458,frames/00281,458,0,1,0.5887,0.5887
cdfv2_frames__id28_id35_0008_frame0264,frames/id28_id35_0008,264,1,1,0.8662,0.8662
cdfv2_frames__id1_id3_0007_frame0116,frames/id1_id3_0007,116,1,1,0.9586,0.9586
cdfv2_frames__id17_id0_0000_frame0088,frames/id17_id0_0000,88,1,1,0.9223,0.9223
cdfv2_frames__id11_0006_frame0203,frames/id11_0006,203,0,1,0.6117,0.6117
cdfv2_frames__id37_0005_frame0457,frames/id37_0005,457,0,1,0.6821,0.6821
cdfv2_frames__00253_frame0083,frames/00253,83,0,0,0.8996,0.1004
cdfv2_frames__id28_id3_0001_frame0074,frames/id28_id3_0001,74,1,1,0.9394,0.9394
cdfv2_frames__id3_0001_frame0220,frames/id3_0001,220,0,0,0.7418,0.2582
cdfv2_frames__id34_id33_0005_frame0215,frames/id34_id33_0005,215,1,0,0.8763,0.1237
cdfv2_frames__id57_id51_0000_frame0246,frames/id57_id51_0000,246,1,1,0.9645,0.9645
cdfv2_frames__00207_frame0052,frames/00207,52,0,0,0.8339,0.1661
cdfv2_frames__id37_id4_0000_frame0323,frames/id37_id4_0000,323,1,1,0.9695,0.9695
cdfv2_frames__id1_id3_0009_frame0384,frames/id1_id3_0009,384,1,1,0.964,0.964
cdfv2_frames__id35_id31_0007_frame0205,frames/id35_id31_0007,205,1,1,0.6672,0.6672
cdfv2_frames__id34_id33_0005_frame0153,frames/id34_id33_0005,153,1,1,0.5186,0.5186
cdfv2_frames__id10_id7_0008_frame0012,frames/id10_id7_0008,12,1,1,0.9149,0.9149
cdfv2_frames__id37_id31_0008_frame0388,frames/id37_id31_0008,388,1,1,0.9588,0.9588
cdfv2_frames__id23_id35_0006_frame0141,frames/id23_id35_0006,141,1,0,0.5228999999999999,0.4771
cdfv2_frames__id48_0003_frame0075,frames/id48_0003,75,0,0,0.7428,0.2572
cdfv2_frames__id10_id7_0004_frame0432,frames/id10_id7_0004,432,1,1,0.7799,0.7799
cdfv2_frames__00262_frame0219,frames/00262,219,0,0,0.7605999999999999,0.2394
cdfv2_frames__id19_0005_frame0031,frames/id19_0005,31,0,0,0.7161,0.2839
cdfv2_frames__id23_id35_0009_frame0243,frames/id23_id35_0009,243,1,1,0.9677,0.9677
cdfv2_frames__00168_frame0260,frames/00168,260,0,0,0.669,0.331
cdfv2_frames__id36_0001_frame0137,frames/id36_0001,137,0,1,0.5774,0.5774
cdfv2_frames__00263_frame0094,frames/00263,94,0,0,0.5333,0.4667
cdfv2_frames__id38_id34_0003_frame0137,frames/id38_id34_0003,137,1,1,0.604,0.604
cdfv2_frames__id36_0008_frame0029,frames/id36_0008,29,0,0,0.8814,0.1186
cdfv2_frames__00250_frame0201,frames/00250,201,0,0,0.6997,0.3003
cdfv2_frames__id44_0003_frame0231,frames/id44_0003,231,0,0,0.861,0.139
cdfv2_frames__id46_id39_0000_frame0312,frames/id46_id39_0000,312,1,1,0.9323,0.9323
cdfv2_frames__id46_id39_0000_frame0183,frames/id46_id39_0000,183,1,1,0.9449,0.9449
cdfv2_frames__id0_0001_frame0116,frames/id0_0001,116,0,0,0.7754,0.2246
cdfv2_frames__id52_id58_0005_frame0388,frames/id52_id58_0005,388,1,1,0.7626,0.7626
cdfv2_frames__id21_id28_0001_frame0218,frames/id21_id28_0001,218,1,1,0.7927,0.7927
cdfv2_frames__id54_id49_0003_frame0131,frames/id54_id49_0003,131,1,1,0.9386,0.9386
cdfv2_frames__id9_id3_0000_frame0201,frames/id9_id3_0000,201,1,1,0.9706,0.9706
cdfv2_frames__id17_id6_0000_frame0284,frames/id17_id6_0000,284,1,1,0.741,0.741
cdfv2_frames__id33_0005_frame0205,frames/id33_0005,205,0,0,0.8708,0.1292
cdfv2_frames__id10_id13_0007_frame0223,frames/id10_id13_0007,223,1,1,0.939,0.939
cdfv2_frames__id44_0003_frame0275,frames/id44_0003,275,0,0,0.8464,0.1536
cdfv2_frames__id12_id7_0006_frame0237,frames/id12_id7_0006,237,1,1,0.9437,0.9437
cdfv2_frames__id28_0009_frame0319,frames/id28_0009,319,0,0,0.6779999999999999,0.322
cdfv2_frames__id16_id3_0011_frame0096,frames/id16_id3_0011,96,1,1,0.5808,0.5808
cdfv2_frames__id44_0003_frame0220,frames/id44_0003,220,0,0,0.8399,0.1601
cdfv2_frames__id23_id19_0000_frame0214,frames/id23_id19_0000,214,1,0,0.5318,0.4682
cdfv2_frames__id30_id23_0002_frame0014,frames/id30_id23_0002,14,1,0,0.5402,0.4598
cdfv2_frames__id30_id23_0007_frame0440,frames/id30_id23_0007,440,1,1,0.8732,0.8732
cdfv2_frames__id29_id32_0000_frame0276,frames/id29_id32_0000,276,1,0,0.6971,0.3029
cdfv2_frames__id1_id16_0007_frame0327,frames/id1_id16_0007,327,1,1,0.9578,0.9578
cdfv2_frames__id56_0009_frame0210,frames/id56_0009,210,0,1,0.8044,0.8044
cdfv2_frames__id20_id31_0008_frame0195,frames/id20_id31_0008,195,1,1,0.9659,0.9659
cdfv2_frames__id2_id0_0008_frame0116,frames/id2_id0_0008,116,1,1,0.9709,0.9709
cdfv2_frames__id9_0000_frame0014,frames/id9_0000,14,0,0,0.8828,0.1172
cdfv2_frames__id30_0007_frame0176,frames/id30_0007,176,0,0,0.5065999999999999,0.4934
cdfv2_frames__id10_id7_0008_frame0379,frames/id10_id7_0008,379,1,1,0.9558,0.9558
cdfv2_frames__00275_frame0044,frames/00275,44,0,0,0.8422000000000001,0.1578
cdfv2_frames__id49_id52_0007_frame0258,frames/id49_id52_0007,258,1,1,0.5675,0.5675
cdfv2_frames__id21_id2_0000_frame0030,frames/id21_id2_0000,30,1,1,0.8897,0.8897
cdfv2_frames__id16_0010_frame0198,frames/id16_0010,198,0,1,0.6518,0.6518
cdfv2_frames__id17_id16_0007_frame0123,frames/id17_id16_0007,123,1,1,0.9672,0.9672
cdfv2_frames__id52_0001_frame0180,frames/id52_0001,180,0,0,0.7464,0.2536
cdfv2_frames__id35_id20_0007_frame0269,frames/id35_id20_0007,269,1,1,0.8969,0.8969
cdfv2_frames__id34_id32_0007_frame0000,frames/id34_id32_0007,0,1,0,0.6989000000000001,0.3011
cdfv2_frames__00284_frame0447,frames/00284,447,0,0,0.9185,0.0815
cdfv2_frames__id28_0007_frame0125,frames/id28_0007,125,0,0,0.8476,0.1524
cdfv2_frames__id23_id3_0009_frame0172,frames/id23_id3_0009,172,1,1,0.727,0.727
cdfv2_frames__id22_id25_0001_frame0189,frames/id22_id25_0001,189,1,1,0.9709,0.9709
cdfv2_frames__id25_0010_frame0308,frames/id25_0010,308,0,1,0.9298,0.9298
cdfv2_frames__id22_id28_0006_frame0149,frames/id22_id28_0006,149,1,1,0.9705,0.9705
cdfv2_frames__id9_id3_0000_frame0100,frames/id9_id3_0000,100,1,1,0.9681,0.9681
cdfv2_frames__id42_0002_frame0081,frames/id42_0002,81,0,0,0.5953999999999999,0.4046
cdfv2_frames__id7_id11_0007_frame0173,frames/id7_id11_0007,173,1,1,0.6016,0.6016
cdfv2_frames__id28_id20_0008_frame0187,frames/id28_id20_0008,187,1,1,0.8718,0.8718
cdfv2_frames__id24_id20_0009_frame0039,frames/id24_id20_0009,39,1,1,0.8851,0.8851
cdfv2_frames__00258_frame0296,frames/00258,296,0,0,0.89,0.11
cdfv2_frames__00276_frame0118,frames/00276,118,0,0,0.9009,0.0991
cdfv2_frames__id9_id6_0000_frame0086,frames/id9_id6_0000,86,1,1,0.9644,0.9644
cdfv2_frames__00119_frame0000,frames/00119,0,0,0,0.882,0.118
cdfv2_frames__id0_id21_0000_frame0468,frames/id0_id21_0000,468,1,1,0.9697,0.9697
cdfv2_frames__id4_id0_0000_frame0322,frames/id4_id0_0000,322,1,1,0.6406,0.6406
cdfv2_frames__id0_id16_0003_frame0170,frames/id0_id16_0003,170,1,1,0.9656,0.9656
cdfv2_frames__id1_id3_0009_frame0092,frames/id1_id3_0009,92,1,1,0.8782,0.8782
cdfv2_frames__id53_0000_frame0000,frames/id53_0000,0,0,0,0.8501,0.1499
cdfv2_frames__00279_frame0160,frames/00279,160,0,1,0.6787,0.6787
cdfv2_frames__id2_id1_0004_frame0232,frames/id2_id1_0004,232,1,0,0.5144,0.4856
cdfv2_frames__id10_0001_frame0046,frames/id10_0001,46,0,0,0.5544,0.4456
cdfv2_frames__id21_0009_frame0143,frames/id21_0009,143,0,0,0.7457,0.2543
cdfv2_frames__id37_id1_0002_frame0014,frames/id37_id1_0002,14,1,1,0.9294,0.9294
cdfv2_frames__id17_id2_0000_frame0156,frames/id17_id2_0000,156,1,1,0.603,0.603
cdfv2_frames__id31_id16_0002_frame0468,frames/id31_id16_0002,468,1,1,0.8605,0.8605
cdfv2_frames__id27_id22_0007_frame0031,frames/id27_id22_0007,31,1,1,0.7524,0.7524
cdfv2_frames__id56_0002_frame0034,frames/id56_0002,34,0,0,0.7279,0.2721
cdfv2_frames__00278_frame0362,frames/00278,362,0,1,0.5641,0.5641
cdfv2_frames__id35_id31_0007_frame0179,frames/id35_id31_0007,179,1,1,0.9688,0.9688
cdfv2_frames__id23_id35_0006_frame0171,frames/id23_id35_0006,171,1,1,0.8523,0.8523
cdfv2_frames__id48_0003_frame0269,frames/id48_0003,269,0,1,0.7425,0.7425
cdfv2_frames__id44_id41_0005_frame0332,frames/id44_id41_0005,332,1,1,0.9686,0.9686
cdfv2_frames__id36_0001_frame0178,frames/id36_0001,178,0,0,0.5377000000000001,0.4623
cdfv2_frames__id10_id13_0007_frame0415,frames/id10_id13_0007,415,1,1,0.9483,0.9483
cdfv2_frames__id3_id16_0001_frame0244,frames/id3_id16_0001,244,1,1,0.8922,0.8922
cdfv2_frames__id21_id9_0008_frame0093,frames/id21_id9_0008,93,1,1,0.8691,0.8691
cdfv2_frames__id35_id32_0007_frame0269,frames/id35_id32_0007,269,1,0,0.6135999999999999,0.3864
cdfv2_frames__id10_id13_0004_frame0449,frames/id10_id13_0004,449,1,1,0.7782,0.7782
cdfv2_frames__id31_0004_frame0224,frames/id31_0004,224,0,1,0.7651,0.7651
cdfv2_frames__00289_frame0060,frames/00289,60,0,0,0.8879,0.1121
cdfv2_frames__id4_id21_0009_frame0202,frames/id4_id21_0009,202,1,1,0.5717,0.5717
cdfv2_frames__id30_id3_0002_frame0314,frames/id30_id3_0002,314,1,1,0.5868,0.5868
cdfv2_frames__id56_0009_frame0190,frames/id56_0009,190,0,0,0.6168,0.3832
cdfv2_frames__id30_id32_0006_frame0058,frames/id30_id32_0006,58,1,1,0.9571,0.9571
cdfv2_frames__00289_frame0000,frames/00289,0,0,0,0.8507,0.1493
cdfv2_frames__00092_frame0265,frames/00092,265,0,0,0.7227,0.2773
cdfv2_frames__id17_id0_0000_frame0304,frames/id17_id0_0000,304,1,1,0.9117,0.9117
cdfv2_frames__id49_id52_0007_frame0184,frames/id49_id52_0007,184,1,1,0.8823,0.8823
cdfv2_frames__id20_id0_0006_frame0210,frames/id20_id0_0006,210,1,1,0.9582,0.9582
cdfv2_frames__id56_id51_0000_frame0166,frames/id56_id51_0000,166,1,1,0.7106,0.7106
cdfv2_frames__id36_0001_frame0316,frames/id36_0001,316,0,0,0.5996,0.4004
cdfv2_frames__id4_id6_0008_frame0209,frames/id4_id6_0008,209,1,1,0.9714,0.9714
cdfv2_frames__id4_id21_0004_frame0014,frames/id4_id21_0004,14,1,1,0.9163,0.9163
cdfv2_frames__id28_0009_frame0170,frames/id28_0009,170,0,0,0.8558,0.1442
cdfv2_frames__id17_id23_0000_frame0196,frames/id17_id23_0000,196,1,1,0.8301,0.8301
cdfv2_frames__id22_id27_0001_frame0299,frames/id22_id27_0001,299,1,1,0.9413,0.9413
cdfv2_frames__id20_id37_0004_frame0219,frames/id20_id37_0004,219,1,1,0.8881,0.8881
cdfv2_frames__00036_frame0478,frames/00036,478,0,0,0.5236000000000001,0.4764
cdfv2_frames__id9_0000_frame0201,frames/id9_0000,201,0,0,0.8331,0.1669
cdfv2_frames__id4_id30_0000_frame0168,frames/id4_id30_0000,168,1,1,0.9677,0.9677
cdfv2_frames__00170_frame0313,frames/00170,313,0,0,0.7903,0.2097
cdfv2_frames__id56_0009_frame0248,frames/id56_0009,248,0,0,0.6194,0.3806
cdfv2_frames__id4_id21_0004_frame0324,frames/id4_id21_0004,324,1,1,0.9347,0.9347
cdfv2_frames__id32_id33_0002_frame0206,frames/id32_id33_0002,206,1,1,0.8962,0.8962
cdfv2_frames__id2_id1_0004_frame0191,frames/id2_id1_0004,191,1,0,0.5842,0.4158
cdfv2_frames__id35_0003_frame0365,frames/id35_0003,365,0,0,0.5900000000000001,0.41
cdfv2_frames__id37_id34_0008_frame0217,frames/id37_id34_0008,217,1,1,0.7992,0.7992
cdfv2_frames__00258_frame0267,frames/00258,267,0,0,0.9173,0.0827
cdfv2_frames__id37_id21_0000_frame0048,frames/id37_id21_0000,48,1,1,0.9719,0.9719
cdfv2_frames__id33_0002_frame0189,frames/id33_0002,189,0,0,0.8428,0.1572
cdfv2_frames__id25_id21_0005_frame0198,frames/id25_id21_0005,198,1,1,0.8708,0.8708
cdfv2_frames__id32_id31_0008_frame0395,frames/id32_id31_0008,395,1,1,0.9565,0.9565
cdfv2_frames__id9_id0_0000_frame0302,frames/id9_id0_0000,302,1,1,0.9742,0.9742
cdfv2_frames__id22_id27_0001_frame0179,frames/id22_id27_0001,179,1,1,0.9713,0.9713
cdfv2_frames__id35_0000_frame0015,frames/id35_0000,15,0,0,0.7444999999999999,0.2555
cdfv2_frames__00061_frame0318,frames/00061,318,0,0,0.6700999999999999,0.3299
cdfv2_frames__id9_id20_0002_frame0011,frames/id9_id20_0002,11,1,1,0.9632,0.9632
cdfv2_frames__id36_0002_frame0234,frames/id36_0002,234,0,0,0.8227,0.1773
cdfv2_frames__id47_id43_0007_frame0022,frames/id47_id43_0007,22,1,1,0.8712,0.8712
cdfv2_frames__id35_0008_frame0053,frames/id35_0008,53,0,0,0.7678,0.2322
cdfv2_frames__id9_id1_0000_frame0302,frames/id9_id1_0000,302,1,1,0.9637,0.9637
cdfv2_frames__id32_id31_0006_frame0089,frames/id32_id31_0006,89,1,0,0.6129,0.3871
cdfv2_frames__id13_0004_frame0033,frames/id13_0004,33,0,0,0.5988,0.4012
cdfv2_frames__00138_frame0402,frames/00138,402,0,0,0.6009,0.3991
cdfv2_frames__id49_id52_0005_frame0354,frames/id49_id52_0005,354,1,1,0.9618,0.9618
cdfv2_frames__id28_id35_0008_frame0330,frames/id28_id35_0008,330,1,1,0.9554,0.9554
cdfv2_frames__id28_0007_frame0135,frames/id28_0007,135,0,0,0.6577999999999999,0.3422
cdfv2_frames__id32_id31_0008_frame0076,frames/id32_id31_0008,76,1,1,0.768,0.768
cdfv2_frames__id17_id16_0000_frame0029,frames/id17_id16_0000,29,1,1,0.9161,0.9161
cdfv2_frames__00244_frame0000,frames/00244,0,0,0,0.8638,0.1362
cdfv2_frames__id10_0007_frame0145,frames/id10_0007,145,0,0,0.5054000000000001,0.4946
cdfv2_frames__id32_0008_frame0319,frames/id32_0008,319,0,0,0.8064,0.1936
cdfv2_frames__id17_id2_0003_frame0182,frames/id17_id2_0003,182,1,1,0.9047,0.9047
cdfv2_frames__id16_id3_0009_frame0131,frames/id16_id3_0009,131,1,1,0.9418,0.9418
cdfv2_frames__id9_0000_frame0000,frames/id9_0000,0,0,0,0.909,0.091
cdfv2_frames__id2_id3_0008_frame0465,frames/id2_id3_0008,465,1,1,0.964,0.964
cdfv2_frames__00268_frame0180,frames/00268,180,0,1,0.5999,0.5999
cdfv2_frames__id10_id13_0007_frame0175,frames/id10_id13_0007,175,1,0,0.8507,0.1493
cdfv2_frames__id1_id3_0006_frame0097,frames/id1_id3_0006,97,1,1,0.9302,0.9302
cdfv2_frames__id23_id35_0009_frame0193,frames/id23_id35_0009,193,1,1,0.9672,0.9672
cdfv2_frames__id48_id41_0001_frame0059,frames/id48_id41_0001,59,1,1,0.9688,0.9688
cdfv2_frames__id29_id37_0009_frame0366,frames/id29_id37_0009,366,1,0,0.7321,0.2679
cdfv2_frames__00047_frame0314,frames/00047,314,0,0,0.7475,0.2525
cdfv2_frames__id30_id28_0000_frame0292,frames/id30_id28_0000,292,1,0,0.6563,0.3437
cdfv2_frames__id32_id33_0004_frame0165,frames/id32_id33_0004,165,1,1,0.9538,0.9538
cdfv2_frames__id4_id37_0006_frame0301,frames/id4_id37_0006,301,1,1,0.8895,0.8895
cdfv2_frames__00284_frame0387,frames/00284,387,0,0,0.8719,0.1281
cdfv2_frames__id50_id49_0001_frame0382,frames/id50_id49_0001,382,1,0,0.5983,0.4017
cdfv2_frames__id4_id1_0003_frame0156,frames/id4_id1_0003,156,1,1,0.9734,0.9734
cdfv2_frames__id20_id1_0003_frame0151,frames/id20_id1_0003,151,1,1,0.9712,0.9712
cdfv2_frames__id17_id2_0007_frame0088,frames/id17_id2_0007,88,1,1,0.947,0.947
cdfv2_frames__00280_frame0049,frames/00280,49,0,1,0.5071,0.5071
cdfv2_frames__00254_frame0403,frames/00254,403,0,0,0.8936999999999999,0.1063
cdfv2_frames__id36_0001_frame0371,frames/id36_0001,371,0,0,0.5530999999999999,0.4469
cdfv2_frames__id30_id26_0004_frame0377,frames/id30_id26_0004,377,1,0,0.7059,0.2941
cdfv2_frames__id48_id45_0002_frame0102,frames/id48_id45_0002,102,1,1,0.9467,0.9467
cdfv2_frames__id1_id3_0007_frame0000,frames/id1_id3_0007,0,1,1,0.8086,0.8086
cdfv2_frames__id51_id57_0004_frame0100,frames/id51_id57_0004,100,1,1,0.9398,0.9398
cdfv2_frames__id4_id20_0008_frame0251,frames/id4_id20_0008,251,1,1,0.9532,0.9532
cdfv2_frames__id56_id51_0000_frame0362,frames/id56_id51_0000,362,1,1,0.9464,0.9464
cdfv2_frames__00275_frame0461,frames/00275,461,0,1,0.5997,0.5997
cdfv2_frames__id17_id6_0000_frame0166,frames/id17_id6_0000,166,1,1,0.8949,0.8949
cdfv2_frames__id53_id57_0005_frame0015,frames/id53_id57_0005,15,1,1,0.928,0.928
cdfv2_frames__id29_id37_0009_frame0030,frames/id29_id37_0009,30,1,1,0.9329,0.9329
cdfv2_frames__id37_id29_0002_frame0427,frames/id37_id29_0002,427,1,1,0.957,0.957
cdfv2_frames__id9_id2_0006_frame0387,frames/id9_id2_0006,387,1,1,0.7043,0.7043
cdfv2_frames__id32_id31_0008_frame0228,frames/id32_id31_0008,228,1,0,0.5509,0.4491
cdfv2_frames__00193_frame0000,frames/00193,0,0,0,0.8828,0.1172
cdfv2_frames__id9_id3_0000_frame0273,frames/id9_id3_0000,273,1,1,0.9291,0.9291
cdfv2_frames__id4_id23_0006_frame0242,frames/id4_id23_0006,242,1,1,0.942,0.942
cdfv2_frames__00258_frame0356,frames/00258,356,0,0,0.6615,0.3385
cdfv2_frames__id6_id2_0008_frame0269,frames/id6_id2_0008,269,1,1,0.853,0.853
